Step,Actual Price,Next Price,Model Prediction,Actual Label,Result
553,24147.1,24140.95,Flat,Up,Wrong!
554,24140.95,24139.05,Flat,Down,Wrong!
555,24139.05,24136.95,Flat,Flat,Correct!
556,24136.95,24138.7,Flat,Up,Wrong!
557,24138.7,24140.9,Flat,Flat,Correct!
558,24140.9,24152.65,Flat,Flat,Correct!
559,24152.65,24150.45,Flat,Up,Wrong!
560,24150.45,24149.65,Flat,Down,Wrong!
561,24149.65,24153.4,Flat,Down,Wrong!
562,24153.4,24153.1,Flat,Up,Wrong!
563,24153.1,24152.65,Flat,Up,Wrong!
564,24152.65,24154.65,Flat,Down,Wrong!
565,24154.65,24152.85,Flat,Up,Wrong!
566,24152.85,24145.05,Flat,Down,Wrong!
567,24145.05,24148.1,Flat,Down,Wrong!
568,24148.1,24149.8,Flat,Down,Wrong!
569,24149.8,24144.6,Flat,Up,Wrong!
570,24144.6,24146.05,Flat,Flat,Correct!
571,24146.05,24140.4,Flat,Flat,Correct!
572,24140.4,24138.65,Flat,Up,Wrong!
573,24138.65,24131.95,Flat,Up,Wrong!
574,24131.95,24133.65,Flat,Down,Wrong!
575,24133.65,24134.45,Flat,Down,Wrong!
576,24134.45,24133.15,Flat,Flat,Correct!
577,24133.15,24137.7,Flat,Up,Wrong!
578,24137.7,24141.5,Flat,Up,Wrong!
579,24141.5,24138.85,Flat,Down,Wrong!
580,24138.85,24136.0,Flat,Flat,Correct!
581,24136.0,24135.4,Flat,Up,Wrong!
582,24135.4,24141.0,Flat,Down,Wrong!
583,24141.0,24146.95,Flat,Down,Wrong!
584,24146.95,24144.5,Flat,Flat,Correct!
585,24144.5,24144.9,Flat,Up,Wrong!
586,24144.9,24148.2,Flat,Flat,Correct!
587,24148.2,24145.65,Flat,Down,Wrong!
588,24145.65,24138.6,Flat,Down,Wrong!
589,24138.6,24139.75,Flat,Flat,Correct!
590,24139.75,24144.65,Flat,Up,Wrong!
591,24144.65,24143.8,Flat,Down,Wrong!
592,24143.8,24141.6,Flat,Down,Wrong!
593,24141.6,24134.4,Flat,Up,Wrong!
594,24134.4,24135.35,Flat,Down,Wrong!
595,24135.35,24139.25,Flat,Flat,Correct!
596,24139.25,24126.8,Flat,Flat,Correct!
597,24126.8,24117.8,Flat,Down,Wrong!
598,24117.8,24119.25,Flat,Flat,Correct!
599,24119.25,24107.75,Flat,Up,Wrong!
600,24107.75,24107.5,Flat,Up,Wrong!
601,24107.5,24107.55,Flat,Flat,Correct!
602,24107.55,24101.95,Flat,Flat,Correct!
603,24101.95,24102.0,Flat,Down,Wrong!
604,24102.0,24107.25,Flat,Up,Wrong!
605,24107.25,24112.85,Flat,Up,Wrong!
606,24112.85,24113.6,Flat,Up,Wrong!
607,24113.6,24112.65,Flat,Up,Wrong!
608,24112.65,24111.35,Flat,Flat,Correct!
609,24111.35,24123.6,Flat,Flat,Correct!
610,24123.6,24132.95,Flat,Flat,Correct!
611,24132.95,24136.3,Flat,Up,Wrong!
612,24136.3,24140.9,Flat,Up,Wrong!
613,24140.9,24140.65,Flat,Up,Wrong!
614,24140.65,24141.1,Flat,Down,Wrong!
615,24141.1,24141.0,Flat,Flat,Correct!
616,24141.0,24142.35,Flat,Up,Wrong!
617,24142.35,24151.65,Flat,Down,Wrong!
618,24151.65,24153.05,Flat,Down,Wrong!
619,24153.05,24150.45,Flat,Up,Wrong!
620,24150.45,24151.6,Flat,Up,Wrong!
621,24151.6,24155.05,Flat,Down,Wrong!
622,24155.05,24153.15,Flat,Up,Wrong!
623,24153.15,24151.25,Flat,Up,Wrong!
624,24151.25,24154.25,Flat,Flat,Correct!
625,24154.25,24155.85,Flat,Down,Wrong!
626,24155.85,24153.65,Flat,Up,Wrong!
627,24153.65,24159.3,Flat,Down,Wrong!
628,24159.3,24185.9,Flat,Up,Wrong!
629,24185.9,24186.8,Flat,Down,Wrong!
630,24186.8,24161.9,Flat,Flat,Correct!
631,24161.9,24165.2,Flat,Up,Wrong!
632,24165.2,24145.65,Flat,Down,Wrong!
633,24145.65,24152.1,Flat,Down,Wrong!
634,24152.1,24144.15,Flat,Up,Wrong!
635,24144.15,24143.7,Flat,Flat,Correct!
636,24143.7,24148.1,Flat,Down,Wrong!
637,24148.1,24144.4,Flat,Flat,Correct!
638,24144.4,24134.3,Flat,Up,Wrong!
639,24134.3,24146.5,Flat,Up,Wrong!
640,24146.5,24145.75,Flat,Flat,Correct!
641,24145.75,24139.55,Flat,Down,Wrong!
642,24139.55,24138.35,Flat,Down,Wrong!
643,24138.35,24149.4,Flat,Up,Wrong!
644,24149.4,24151.8,Flat,Down,Wrong!
645,24151.8,24150.45,Flat,Down,Wrong!
646,24150.45,24140.55,Flat,Down,Wrong!
647,24140.55,24139.2,Flat,Flat,Correct!
648,24139.2,24146.6,Flat,Up,Wrong!
649,24146.6,24144.2,Flat,Flat,Correct!
650,24144.2,24141.5,Flat,Down,Wrong!
651,24141.5,24134.95,Flat,Down,Wrong!
652,24134.95,24134.95,Flat,Down,Wrong!
653,24134.95,24145.2,Flat,Flat,Correct!
654,24145.2,24145.45,Flat,Down,Wrong!
655,24145.45,24141.4,Flat,Up,Wrong!
656,24141.4,24126.25,Flat,Up,Wrong!
657,24126.25,24118.4,Flat,Down,Wrong!
658,24118.4,24117.35,Flat,Up,Wrong!
659,24117.35,24114.3,Flat,Down,Wrong!
660,24114.3,24127.25,Flat,Flat,Correct!
661,24127.25,24131.8,Flat,Down,Wrong!
662,24131.8,24126.45,Flat,Down,Wrong!
663,24126.45,24144.5,Flat,Down,Wrong!
664,24144.5,24133.7,Flat,Up,Wrong!
665,24133.7,24134.65,Flat,Down,Wrong!
666,24134.65,24129.45,Flat,Flat,Correct!
667,24129.45,24128.05,Flat,Down,Wrong!
668,24128.05,24121.95,Flat,Flat,Correct!
669,24121.95,24123.9,Flat,Down,Wrong!
670,24123.9,24121.2,Flat,Up,Wrong!
